event_id,choice_index,type,param,value,branch
highland_thin_air,2,morale,,-5,
highland_thin_air,2,danger,,5,
highland_warrior_monk,1,danger,,-15,
highland_warrior_monk,1,morale,,5,
highland_warrior_monk,1,food,,-3,
highland_warrior_monk,2,add_skill_xp,Survival,2,
highland_warrior_monk,2,cart_durability,,-6,fail
highland_warrior_monk,2,danger,,10,fail
highland_mountain_guide,1,money,,-10,
highland_mountain_guide,1,danger,,-10,
highland_mountain_guide,1,add_skill_xp,Survival,2,
highland_mountain_guide,1,change_language_proficiency,Tibetan,1,
highland_mountain_guide,2,add_skill_xp,Survival,2,
highland_mountain_guide,2,food,,-5,fail
highland_mountain_guide,2,cart_durability,,-5,fail
highland_mountain_guide,2,danger,,5,fail
highland_greek_monk,1,food,,-2,
highland_greek_monk,1,add_skill_xp,Survival,2,
highland_greek_monk,1,add_skill_xp,Trade,1,
highland_greek_monk,1,change_language_proficiency,Greek,1,
highland_greek_monk,3,morale,,5,
highland_greek_monk,3,add_skill_xp,Survival,2,
highland_greek_monk,3,add_item,sandalwood,1,
highland_greek_monk,3,change_language_proficiency,Greek,1,
highland_pass_lights,1,add_item,turquoise,1,
highland_pass_lights,1,add_skill_xp,Survival,2,
highland_pass_lights,1,danger,,10,fail
highland_pass_lights,1,morale,,-5,fail
highland_pass_lights,2,morale,,-3,
highland_mountain_spirit,1,food,,-3,
highland_mountain_spirit,1,morale,,10,
highland_mountain_spirit,1,danger,,-10,
highland_mountain_spirit,2,morale,,-5,
highland_mountain_spirit,3,morale,,15,
highland_mountain_spirit,3,danger,,-15,
highland_mountain_spirit,3,add_skill_xp,Charisma,2,
highland_elder_blessing,1,morale,,8,
highland_elder_blessing,1,danger,,-5,
highland_elder_blessing,3,morale,,10,
highland_elder_blessing,3,danger,,-10,
highland_elder_blessing,3,add_skill_xp,Survival,2,
highland_elder_blessing,3,add_skill_xp,Charisma,1,
highland_cart_slide,1,cart_durability,,-3,
highland_cart_slide,1,add_skill_xp,Survival,2,
highland_cart_slide,1,cart_durability,,-8,fail
highland_cart_slide,1,food,,-5,fail
highland_cart_slide,2,food,,-4,
highland_cart_slide,2,block_movement,,1,
highland_cart_slide,2,cart_durability,,-3,
highland_cart_slide,3,food,,-2,
highland_cart_slide,3,add_skill_xp,Survival,1,
highland_broken_axle,1,money,,-12,
highland_broken_axle,1,cart_durability,,5,
highland_broken_axle,1,add_skill_xp,Survival,2,
highland_broken_axle,1,money,,-12,fail
highland_broken_axle,1,cart_durability,,-5,fail
highland_broken_axle,1,block_movement,,1,fail
highland_broken_axle,2,cart_durability,,-8,
highland_broken_axle,2,extra_cart_durability,-3,1,
highland_broken_axle,2,food,,-2,
highland_crystal_cave,1,add_item,turquoise,1,
highland_crystal_cave,1,add_skill_xp,Survival,1,
highland_crystal_cave,1,cart_durability,,-5,fail
highland_crystal_cave,1,danger,,5,fail
highland_crystal_cave,2,morale,,3,
highland_crystal_cave,2,food,,-2,
highland_abandoned_shrine,1,add_item,musk,1,
highland_abandoned_shrine,1,morale,,3,
highland_abandoned_shrine,1,danger,,5,fail
highland_abandoned_shrine,1,morale,,-3,fail
highland_abandoned_shrine,2,morale,,5,
highland_abandoned_shrine,3,add_skill_xp,Charisma,2,
highland_abandoned_shrine,3,add_skill_xp,Trade,1,
highland_abandoned_shrine,3,change_language_proficiency,Tibetan,1,
highland_abandoned_shrine,3,morale,,5,
wolves_attack,1,food,,-4,
wolves_attack,1,danger,,8,
wolves_attack,1,morale,,-5,
wolves_attack,2,danger,,3,
wolves_attack,2,add_skill_xp,Survival,2,
wolves_attack,2,food,,-6,fail
wolves_attack,2,danger,,10,fail
wolves_attack,2,morale,,-8,fail
wolves_attack,2,main_cart_durability,-4,1,fail
wolves_attack,3,danger,,2,
wolves_attack,3,morale,,3,
wolves_attack,3,add_skill_xp,Survival,1,
suspicious_travelers,1,food,,-3,
suspicious_travelers,1,main_cart_durability,-3,1,
suspicious_travelers,2,danger,,-3,
suspicious_travelers,2,add_skill_xp,Charisma,2,
suspicious_travelers,2,money,,-25,fail
suspicious_travelers,2,danger,,10,fail
suspicious_travelers,2,morale,,-5,fail
suspicious_travelers,3,danger,,-5,
suspicious_travelers,3,morale,,5,
suspicious_travelers,3,add_skill_xp,Survival,1,
unmarked_fork,1,food,,-5,
unmarked_fork,1,morale,,-3,
unmarked_fork,2,add_skill_xp,Survival,2,
unmarked_fork,2,main_cart_durability,-6,1,fail
unmarked_fork,2,food,,-3,fail
unmarked_fork,3,morale,,5,
unmarked_fork,3,add_skill_xp,Survival,1,
cliff_path,1,food,,-4,
cliff_path,1,morale,,-5,
cliff_path,1,danger,,5,
cliff_path,2,food,,-2,
cliff_path,2,add_skill_xp,Survival,2,
cliff_path,2,main_cart_durability,-7,1,fail
cliff_path,2,food,,-6,fail
cliff_path,2,morale,,-8,fail
cliff_path,3,morale,,3,
cliff_path,3,add_skill_xp,Survival,1,
poisoned_stream,1,food,,-5,
poisoned_stream,1,morale,,-8,
poisoned_stream,1,danger,,5,
poisoned_stream,2,food,,-3,
poisoned_stream,2,add_skill_xp,Survival,2,
poisoned_stream,2,food,,-7,fail
poisoned_stream,2,morale,,-10,fail
poisoned_stream,3,food,,-2,
poisoned_stream,3,morale,,3,
poisoned_stream,3,add_skill_xp,Survival,1,
snake_bite,1,danger,,8,
snake_bite,1,morale,,-8,
snake_bite,1,food,,-3,
snake_bite,2,danger,,5,
snake_bite,2,morale,,-5,
snake_bite,3,morale,,5,
snake_bite,3,add_skill_xp,Survival,1,
foreign_caravan_trade,1,money,,15,
foreign_caravan_trade,1,add_skill_xp,Trade,2,
foreign_caravan_trade,1,change_language_proficiency,Sogdian,1,
foreign_caravan_trade,1,money,,-10,fail
foreign_caravan_trade,3,money,,25,
foreign_caravan_trade,3,add_item,brocade,1,
foreign_caravan_trade,3,change_language_proficiency,Sogdian,1,
foreign_caravan_trade,3,add_skill_xp,Trade,1,
ruin_inscriptions,1,food,,-3,
ruin_inscriptions,1,danger,,5,
ruin_inscriptions,2,morale,,-3,
ruin_inscriptions,3,money,,20,
ruin_inscriptions,3,add_item,lapis_lazuli,1,
ruin_inscriptions,3,morale,,5,
cheap_goods,1,money,,-15,
cheap_goods,1,morale,,-8,
cheap_goods,2,money,,10,
cheap_goods,2,morale,,3,
cheap_goods,2,add_skill_xp,Trade,2,
cheap_goods,2,money,,-15,fail
cheap_goods,2,morale,,-5,fail
cheap_goods,3,money,,15,
cheap_goods,3,morale,,5,
cheap_goods,3,add_skill_xp,Trade,1,
monopolist,1,money,,-30,
monopolist,1,morale,,-5,
monopolist,2,money,,-12,
monopolist,2,add_skill_xp,Trade,2,
monopolist,2,money,,-35,fail
monopolist,2,morale,,-8,fail
monopolist,3,money,,-5,
monopolist,3,morale,,5,
monopolist,3,add_skill_xp,Trade,1,
passing_caravan,1,morale,,8,
passing_caravan,1,danger,,-5,
passing_caravan,2,morale,,5,
passing_caravan,2,danger,,-3,
passing_caravan,2,add_skill_xp,Charisma,1,
passing_caravan,2,morale,,2,fail
military_patrol,1,money,,-10,
military_patrol,2,danger,,-5,
military_patrol,2,reputation,,5,
military_patrol,2,add_skill_xp,Charisma,2,
military_patrol,2,money,,-20,fail
military_patrol,2,morale,,-5,fail
wedding_procession,1,morale,,10,
wedding_procession,1,food,,3,
wedding_procession,2,morale,,5,
wounded_traveler,1,food,,-5,
wounded_traveler,1,reputation,,8,
wounded_traveler,1,morale,,5,
wounded_traveler,2,morale,,-8,
wandering_merchant,1,money,,-20,
wandering_merchant,1,add_item,saffron,1,
wandering_merchant,1,add_skill_xp,Trade,2,
wandering_merchant,1,money,,-30,fail
wandering_merchant,1,add_item,saffron,1,fail
refugees,1,food,,-8,
refugees,1,reputation,,10,
refugees,1,morale,,8,
refugees,2,food,,-3,
refugees,2,reputation,,4,
refugees,2,morale,,3,
refugees,3,morale,,-10,
rival_caravan,1,food,,-6,
rival_caravan,1,main_cart_durability,-5,1,
rival_caravan,1,morale,,-3,
rival_caravan,2,money,,10,
rival_caravan,2,add_skill_xp,Trade,2,
rival_caravan,2,morale,,-5,fail
tailwind,1,morale,,8,
tailwind,1,food,,2,
tailwind,2,morale,,10,
tailwind,2,danger,,-3,
lucky_hunt,1,food,,8,
lucky_hunt,1,morale,,5,
lucky_hunt,1,add_skill_xp,Survival,2,
lucky_hunt,1,food,,-2,fail
lucky_hunt,1,morale,,-3,fail
roadside_spring,1,food,,5,
roadside_spring,1,morale,,8,
roadside_spring,1,danger,,-3,
roadside_spring,2,food,,3,
roadside_spring,2,morale,,5,
camp_bandit_raid,1,danger,,5,
camp_bandit_raid,1,food,,-3,
camp_bandit_raid,1,morale,,5,
camp_bandit_raid,1,add_skill_xp,Survival,2,
camp_bandit_raid,1,danger,,12,fail
camp_bandit_raid,1,food,,-6,fail
camp_bandit_raid,1,money,,-20,fail
camp_bandit_raid,1,cart_durability,,-5,fail
camp_bandit_raid,1,morale,,-8,fail
camp_bandit_raid,2,money,,-25,
camp_bandit_raid,2,danger,,-3,
camp_bandit_raid,3,danger,,-5,
camp_bandit_raid,3,morale,,5,
camp_bandit_raid,3,reputation,,3,
camp_bandit_raid,3,add_skill_xp,Survival,1,
camp_wild_beasts,1,food,,-3,
camp_wild_beasts,1,danger,,3,
camp_wild_beasts,1,add_skill_xp,Survival,2,
camp_wild_beasts,1,food,,-7,fail
camp_wild_beasts,1,danger,,8,fail
camp_wild_beasts,1,morale,,-5,fail
camp_wild_beasts,2,food,,-4,
camp_wild_beasts,2,morale,,-5,
camp_wild_beasts,2,danger,,5,
camp_eerie_sounds,1,morale,,5,
camp_eerie_sounds,1,danger,,-3,
camp_eerie_sounds,1,add_skill_xp,Survival,2,
camp_eerie_sounds,1,morale,,-8,fail
camp_eerie_sounds,1,danger,,5,fail
camp_eerie_sounds,2,morale,,-3,
camp_eerie_sounds,2,danger,,2,
camp_eerie_sounds,3,morale,,5,
camp_eerie_sounds,3,danger,,-2,
camp_eerie_sounds,3,add_skill_xp,Survival,1,
camp_thief,1,money,,10,
camp_thief,1,danger,,-3,
camp_thief,1,add_skill_xp,Survival,2,
camp_thief,1,money,,-15,fail
camp_thief,1,danger,,5,fail
camp_thief,1,morale,,-3,fail
camp_thief,2,money,,-5,
camp_thief,2,danger,,-2,
camp_thief,2,add_skill_xp,Charisma,1,
camp_thief,2,money,,-10,fail
camp_thief,2,morale,,-3,fail
camp_thief,3,money,,5,
camp_thief,3,danger,,-5,
camp_thief,3,morale,,3,
camp_stranger_guest,1,food,,-2,
camp_stranger_guest,1,morale,,5,
camp_stranger_guest,1,danger,,-3,
camp_stranger_guest,1,add_skill_xp,Charisma,2,
camp_stranger_guest,1,change_language_proficiency,Sogdian,1,
camp_stranger_guest,1,food,,-4,fail
camp_stranger_guest,1,money,,-10,fail
camp_stranger_guest,1,morale,,-3,fail
camp_stranger_guest,2,morale,,-2,
camp_stranger_guest,2,danger,,2,
camp_peddler,1,money,,-20,
camp_peddler,1,add_item,saffron,1,
camp_peddler,1,add_skill_xp,Trade,2,
camp_peddler,1,money,,-30,fail
camp_peddler,1,add_item,saffron,1,fail
camp_peddler,3,money,,-15,
camp_peddler,3,add_item,saffron,1,
camp_peddler,3,morale,,3,
camp_peddler,3,add_skill_xp,Trade,1,
camp_pilgrim_story,1,morale,,8,
camp_pilgrim_story,1,danger,,-2,
camp_pilgrim_story,2,morale,,3,
camp_pilgrim_story,2,danger,,-5,
camp_pilgrim_story,2,change_language_proficiency,Sanskrit,1,
camp_patrol_check,1,danger,,-5,
camp_patrol_check,1,reputation,,5,
camp_patrol_check,1,add_skill_xp,Charisma,2,
camp_patrol_check,1,money,,-15,fail
camp_patrol_check,1,reputation,,-3,fail
camp_patrol_check,2,money,,-20,
camp_patrol_check,3,danger,,-3,
camp_patrol_check,3,reputation,,3,
camp_patrol_check,3,change_language_proficiency,Chinese,1,
camp_companion_quarrel,1,morale,,3,
camp_companion_quarrel,1,add_skill_xp,Charisma,2,
camp_companion_quarrel,1,morale,,-8,fail
camp_companion_quarrel,2,morale,,-5,
camp_fireside_tale,1,morale,,8,
camp_fireside_tale,2,morale,,10,
camp_fireside_tale,2,add_skill_xp,Charisma,1,
camp_fireside_tale,2,morale,,5,fail
camp_sick_animal,1,food,,-3,
camp_sick_animal,1,add_skill_xp,Survival,2,
camp_sick_animal,1,food,,-5,fail
camp_sick_animal,1,extra_cart_durability,-8,1,fail
camp_sick_animal,1,morale,,-5,fail
camp_sick_animal,2,food,,8,
camp_sick_animal,2,extra_cart_durability,-10,1,
camp_sick_animal,2,morale,,-5,
camp_sick_animal,3,food,,-2,
camp_sick_animal,3,morale,,3,
camp_sick_animal,3,add_skill_xp,Survival,1,
camp_repair_mishap,1,cart_durability,,-3,
camp_repair_mishap,1,food,,-2,
camp_repair_mishap,1,add_skill_xp,Survival,2,
camp_repair_mishap,1,cart_durability,,-8,fail
camp_repair_mishap,1,food,,-4,fail
camp_repair_mishap,1,morale,,-5,fail
camp_repair_mishap,2,cart_durability,,-6,
camp_repair_mishap,2,extra_cart_durability,-4,1,
camp_sudden_storm,1,cart_durability,,-3,
camp_sudden_storm,1,food,,-3,
camp_sudden_storm,1,add_skill_xp,Survival,2,
camp_sudden_storm,1,cart_durability,,-7,fail
camp_sudden_storm,1,extra_cart_durability,-5,1,fail
camp_sudden_storm,1,food,,-6,fail
camp_sudden_storm,1,morale,,-8,fail
camp_sudden_storm,2,cart_durability,,-5,
camp_sudden_storm,2,food,,-5,
camp_sudden_storm,2,morale,,-5,
camp_snake_in_gear,1,danger,,2,
camp_snake_in_gear,1,add_skill_xp,Survival,1,
camp_snake_in_gear,1,food,,-3,fail
camp_snake_in_gear,1,morale,,-5,fail
camp_snake_in_gear,1,danger,,5,fail
camp_snake_in_gear,2,food,,-2,
camp_snake_in_gear,2,danger,,3,
camp_snake_in_gear,3,morale,,3,
camp_snake_in_gear,3,add_skill_xp,Survival,1,
camp_flash_flood,1,food,,-4,
camp_flash_flood,1,add_skill_xp,Survival,2,
camp_flash_flood,1,food,,-10,fail
camp_flash_flood,1,cart_durability,,-5,fail
camp_flash_flood,1,morale,,-8,fail
camp_flash_flood,2,food,,-7,
camp_flash_flood,2,morale,,-3,
camp_flash_flood,3,food,,-2,
camp_flash_flood,3,morale,,3,
camp_starry_night,1,morale,,8,
camp_starry_night,1,danger,,-3,
camp_starry_night,2,morale,,5,
camp_starry_night,2,danger,,-5,
camp_starry_night,2,add_skill_xp,Survival,2,
camp_starry_night,2,morale,,5,fail
camp_starry_night,2,danger,,-2,fail
camp_prophetic_dream,1,danger,,-8,
camp_prophetic_dream,1,food,,-5,
camp_prophetic_dream,2,morale,,-3,
camp_prophetic_dream,2,danger,,5,
camp_ghost_lights,1,morale,,5,
camp_ghost_lights,1,danger,,-3,
camp_ghost_lights,1,add_skill_xp,Survival,2,
camp_ghost_lights,1,morale,,-5,fail
camp_ghost_lights,1,danger,,3,fail
camp_ghost_lights,2,morale,,-5,
camp_ghost_lights,2,danger,,2,
camp_passing_caravan,1,money,,15,
camp_passing_caravan,1,morale,,3,
camp_passing_caravan,1,add_skill_xp,Trade,2,
camp_passing_caravan,1,change_language_proficiency,Turkic,1,
camp_passing_caravan,1,money,,-10,fail
camp_passing_caravan,1,morale,,-2,fail
camp_passing_caravan,2,danger,,3,
camp_passing_caravan,3,money,,20,
camp_passing_caravan,3,morale,,5,
camp_passing_caravan,3,add_skill_xp,Trade,2,
camp_language_sage,1,change_language_proficiency,Arabic,3,
camp_language_sage,1,food,,-2,
camp_language_sage,1,morale,,3,
camp_language_sage,2,change_language_proficiency,Persian,3,
camp_language_sage,2,food,,-2,
camp_language_sage,2,morale,,3,
camp_language_sage,3,change_language_proficiency,Chinese,3,
camp_language_sage,3,food,,-2,
camp_language_sage,3,morale,,3,
camp_language_sage,4,change_language_proficiency,Arabic,2,
camp_language_sage,4,change_language_proficiency,Persian,2,
camp_language_sage,4,change_language_proficiency,Chinese,2,
camp_language_sage,4,food,,-3,
camp_language_sage,4,morale,,5,
crisis_famine_mutiny,1,food,,-3,
crisis_famine_mutiny,1,morale,,10,
crisis_famine_mutiny,1,danger,,-5,
crisis_famine_mutiny,2,morale,,5,
crisis_famine_mutiny,2,add_skill_xp,Charisma,2,
crisis_famine_mutiny,2,morale,,-15,fail
crisis_famine_mutiny,2,danger,,10,fail
crisis_famine_mutiny,3,morale,,-5,
crisis_famine_mutiny,3,danger,,-10,
crisis_famine_mutiny,3,add_skill_xp,Charisma,1,
crisis_famine_sell,1,money,,-20,
crisis_famine_sell,1,food,,15,
crisis_famine_sell,1,morale,,5,
crisis_famine_sell,2,money,,-10,
crisis_famine_sell,2,food,,15,
crisis_famine_sell,2,morale,,5,
crisis_famine_sell,2,add_skill_xp,Trade,2,
crisis_famine_sell,2,money,,-25,fail
crisis_famine_sell,2,food,,10,fail
crisis_famine_sell,2,morale,,-3,fail
crisis_famine_sell,3,money,,-8,
crisis_famine_sell,3,food,,15,
crisis_famine_sell,3,morale,,5,
crisis_famine_sell,3,add_skill_xp,Trade,1,
crisis_poverty_debt,1,money,,30,
crisis_poverty_debt,1,reputation,,-5,
crisis_poverty_debt,2,money,,30,
crisis_poverty_debt,2,reputation,,-2,
crisis_poverty_debt,2,add_skill_xp,Trade,2,
crisis_poverty_debt,2,money,,20,fail
crisis_poverty_debt,2,reputation,,-8,fail
crisis_poverty_debt,3,morale,,-10,
crisis_poverty_debt,3,danger,,5,
crisis_poverty_theft,1,money,,15,
crisis_poverty_theft,1,danger,,5,
crisis_poverty_theft,1,add_skill_xp,Charisma,1,
crisis_poverty_theft,1,reputation,,-15,fail
crisis_poverty_theft,1,danger,,10,fail
crisis_poverty_theft,1,morale,,-10,fail
crisis_poverty_theft,2,morale,,-8,
crisis_poverty_theft,2,reputation,,5,
crisis_poverty_theft,3,morale,,3,
crisis_poverty_theft,3,reputation,,3,
crisis_poverty_theft,3,add_skill_xp,Charisma,2,
crisis_poverty_theft,3,morale,,-12,fail
crisis_poverty_theft,3,danger,,8,fail
crisis_siege,1,money,,-30,
crisis_siege,1,danger,,-20,
crisis_siege,1,morale,,-8,
crisis_siege,2,danger,,-15,
crisis_siege,2,morale,,10,
crisis_siege,2,main_cart_durability,-8,1,
crisis_siege,2,food,,-5,
crisis_siege,2,add_skill_xp,Survival,2,
crisis_siege,2,money,,-40,fail
crisis_siege,2,main_cart_durability,-8,1,fail
crisis_siege,2,food,,-8,fail
crisis_siege,2,morale,,-15,fail
crisis_siege,2,danger,,5,fail
crisis_siege,3,danger,,-25,
crisis_siege,3,morale,,8,
crisis_siege,3,main_cart_durability,-5,1,
crisis_siege,3,food,,-3,
crisis_siege,3,add_skill_xp,Survival,1,
crisis_desertion,1,food,,-5,
crisis_desertion,1,morale,,-10,
crisis_desertion,1,danger,,5,
crisis_desertion,2,morale,,5,
crisis_desertion,2,danger,,-5,
crisis_desertion,2,add_skill_xp,Charisma,2,
crisis_desertion,2,morale,,-15,fail
crisis_desertion,2,food,,-3,fail
crisis_desertion,3,food,,3,
crisis_desertion,3,morale,,3,
crisis_desertion,3,reputation,,-3,
crisis_desertion,3,add_skill_xp,Survival,1,
crisis_desertion,3,food,,-3,fail
crisis_desertion,3,morale,,-8,fail
crisis_desertion,3,danger,,5,fail
crisis_unrest,1,food,,-8,
crisis_unrest,1,morale,,15,
crisis_unrest,2,morale,,10,
crisis_unrest,2,add_skill_xp,Charisma,2,
crisis_unrest,2,morale,,-10,fail
crisis_unrest,2,danger,,8,fail
crisis_unrest,3,money,,-15,
crisis_unrest,3,morale,,12,
crisis_mutiny,1,money,,-35,
crisis_mutiny,1,morale,,5,
crisis_mutiny,1,danger,,-10,
crisis_mutiny,2,morale,,-15,
crisis_mutiny,2,danger,,15,
crisis_mutiny,2,main_cart_durability,-6,1,
crisis_mutiny,2,food,,-5,
crisis_mutiny,3,morale,,-5,
crisis_mutiny,3,danger,,-15,
crisis_mutiny,3,reputation,,-3,
crisis_mutiny,3,add_skill_xp,Charisma,1,
crisis_cart_collapse,1,main_cart_durability,+20,1,
crisis_cart_collapse,1,extra_cart_durability,-30,1,
crisis_cart_collapse,2,main_cart_durability,+15,1,
crisis_cart_collapse,2,add_skill_xp,Survival,2,
crisis_cart_collapse,2,main_cart_durability,+5,1,fail
crisis_cart_collapse,2,food,,-5,fail
crisis_cart_collapse,2,morale,,-5,fail
crisis_cart_collapse,3,money,,-20,
crisis_cart_collapse,3,main_cart_durability,+10,1,
crisis_cart_collapse,3,morale,,-5,
crisis_cart_emergency,1,main_cart_durability,+12,1,
crisis_cart_emergency,1,morale,,-3,
crisis_cart_emergency,1,add_skill_xp,Survival,2,
crisis_cart_emergency,1,main_cart_durability,+5,1,fail
crisis_cart_emergency,1,morale,,-8,fail
crisis_cart_emergency,1,danger,,5,fail
crisis_cart_emergency,2,money,,-15,
crisis_cart_emergency,2,main_cart_durability,+18,1,
crisis_cart_emergency,3,money,,-8,
crisis_cart_emergency,3,main_cart_durability,+18,1,
crisis_cart_emergency,3,add_skill_xp,Survival,1,
crisis_pariah,1,money,,-20,
crisis_pariah,1,reputation,,5,
crisis_pariah,2,reputation,,8,
crisis_pariah,2,add_skill_xp,Charisma,2,
crisis_pariah,2,reputation,,-5,fail
crisis_pariah,2,morale,,-10,fail
crisis_pariah,3,money,,-10,
crisis_pariah,3,reputation,,6,
crisis_pariah,3,add_skill_xp,Charisma,1,
crisis_hostile_locals,1,morale,,-8,
crisis_hostile_locals,1,danger,,5,
crisis_hostile_locals,1,food,,-3,
crisis_hostile_locals,2,reputation,,8,
crisis_hostile_locals,2,morale,,5,
crisis_hostile_locals,2,add_skill_xp,Charisma,2,
crisis_hostile_locals,2,danger,,10,fail
crisis_hostile_locals,2,main_cart_durability,-5,1,fail
crisis_hostile_locals,2,morale,,-10,fail
crisis_hostile_locals,3,morale,,-3,
crisis_hostile_locals,3,danger,,-5,
crisis_hostile_locals,3,add_skill_xp,Survival,1,
silk_for_passage,1,remove_item,brocade,1,
silk_for_passage,1,reputation,,3,
silk_for_passage,2,danger,,8,
silk_for_passage,2,morale,,-5,
silk_for_passage,2,food,,-4,
silk_for_passage,3,main_cart_durability,-4,1,
silk_for_passage,3,add_skill_xp,Survival,2,
silk_for_passage,3,main_cart_durability,-8,1,fail
silk_for_passage,3,food,,-6,fail
silk_for_passage,3,danger,,5,fail
tea_for_hermit,1,remove_item,dates,1,
tea_for_hermit,1,morale,,10,
tea_for_hermit,1,add_skill_xp,Survival,1,
tea_for_hermit,3,morale,,5,
tea_for_hermit,3,food,,-2,
incense_offering,1,remove_item,frankincense,1,
incense_offering,1,morale,,15,
incense_offering,1,reputation,,5,
incense_offering,2,morale,,5,
incense_offering,3,morale,,-3,
customs_check,1,money,,-20,
customs_check,2,add_skill_xp,Trade,2,
customs_check,2,money,,-35,fail
customs_check,2,reputation,,-5,fail
customs_check,3,money,,-8,
customs_check,3,add_skill_xp,Trade,1,
fake_silk,1,money,,-15,
fake_silk,1,reputation,,-8,
fake_silk,2,reputation,,3,
fake_silk,2,add_skill_xp,Trade,2,
fake_silk,2,money,,-15,fail
fake_silk,2,reputation,,-5,fail
roadside_bundle,1,money,,20,
roadside_bundle,1,add_skill_xp,Survival,2,
roadside_bundle,1,danger,,8,fail
roadside_bundle,1,morale,,-3,fail
roadside_bundle,2,money,,10,
roadside_bundle,2,danger,,5,
caravan_exchange,1,money,,15,
caravan_exchange,1,morale,,5,
caravan_exchange,1,add_skill_xp,Trade,2,
caravan_exchange,1,change_language_proficiency,Arabic,1,
caravan_exchange,1,money,,5,fail
caravan_exchange,1,morale,,3,fail
caravan_exchange,2,food,,-4,
caravan_exchange,2,morale,,8,
caravan_exchange,2,change_language_proficiency,Arabic,1,
caravan_exchange,3,money,,25,
caravan_exchange,3,morale,,5,
caravan_exchange,3,add_skill_xp,Trade,1,
caravan_exchange,3,change_language_proficiency,Arabic,1,
jade_cave,1,add_item,jade_figurines,1,
jade_cave,1,morale,,-3,
jade_cave,2,add_item,jade_figurines,1,
jade_cave,2,money,,10,
jade_cave,2,add_skill_xp,Survival,2,
jade_cave,2,danger,,5,fail
jade_cave,3,morale,,5,
village_festival,1,money,,-10,
village_festival,1,morale,,18,
village_festival,1,food,,-3,
village_festival,2,money,,12,
village_festival,2,morale,,10,
village_festival,2,add_skill_xp,Trade,1,
village_festival,2,money,,-5,fail
village_festival,2,morale,,8,fail
village_festival,3,morale,,-5,
bird_omen,1,morale,,10,
bird_omen,2,morale,,12,
bird_omen,2,add_skill_xp,Charisma,1,
old_coin,1,morale,,5,
old_coin,2,money,,8,
sunset_vista,1,morale,,8,
sunset_vista,2,morale,,3,
scholar_encounter,1,food,,-3,
scholar_encounter,1,morale,,5,
scholar_encounter,1,change_language_proficiency,Chinese,2,
scholar_encounter,2,food,,-2,
scholar_encounter,2,change_language_proficiency,Chinese,1,
scholar_encounter,2,add_skill_xp,Trade,1,
lost_child,1,food,,-2,
lost_child,1,reputation,,8,
lost_child,1,morale,,5,
lost_child,2,food,,-1,
lost_child,2,morale,,-3,
lost_child,3,food,,-2,
lost_child,3,reputation,,10,
lost_child,3,morale,,8,
pilgrim_group,1,food,,-5,
pilgrim_group,1,morale,,12,
pilgrim_group,1,danger,,-5,
pilgrim_group,1,change_language_proficiency,Sanskrit,1,
pilgrim_group,2,morale,,10,
pilgrim_group,2,danger,,-3,
pilgrim_group,2,add_skill_xp,Charisma,1,
pilgrim_group,2,morale,,5,fail
pilgrim_group,3,morale,,5,
pilgrim_group,3,danger,,-8,
pilgrim_group,3,change_language_proficiency,Sanskrit,1,
pilgrim_group,3,add_skill_xp,Survival,1,
minor_found_coins,0,money,,2,
minor_broken_strap,0,cart_durability,,-1,
minor_tailwind,0,morale,,1,
minor_headwind,0,morale,,-1,
minor_good_sleep,0,morale,,2,
minor_mosquitoes,0,morale,,-2,
minor_old_marker,0,add_skill_xp,Navigation,1,
minor_spilled_grain,0,food,,-1,
minor_wild_herbs,0,food,,1,
minor_loose_wheel,0,add_skill_xp,Craft,1,
minor_camel_stubborn,0,morale,,-1,
desert_hot_wind,0,food,,-1,
desert_sand_in_cargo,0,morale,,-1,
desert_cool_dawn,0,morale,,2,
desert_dried_well_minor,0,food,,-1,
desert_dried_well_minor,0,danger,,1,
desert_caravan_tracks,0,danger,,-1,
desert_night_cold,0,morale,,-1,
plains_lark_song,0,morale,,1,
plains_tall_grass,0,add_skill_xp,Navigation,1,
plains_grazing_halt,0,food,,1,
plains_distant_riders,0,danger,,1,
plains_rutted_road,0,cart_durability,,-1,
plains_shepherd_wave,0,add_skill_xp,Survival,1,
mountain_rockfall_dust,0,danger,,1,
mountain_narrow_ledge,0,danger,,1,
mountain_narrow_ledge,0,add_skill_xp,Navigation,1,
mountain_spring_found,0,food,,2,
mountain_broken_path,0,cart_durability,,-1,
mountain_broken_path,0,morale,,-1,
highland_thin_air_minor,0,morale,,-2,
highland_prayer_flags,0,morale,,1,
highland_yak_butter,0,morale,,2,
highland_yak_butter,0,food,,1,
highland_frost_morning,0,food,,-1,
forest_dappled_shade,0,morale,,1,
forest_fallen_tree,0,add_skill_xp,Survival,1,
forest_berries,0,food,,1,
forest_berries,0,morale,,1,
forest_leech_marsh,0,morale,,-1,
forest_leech_marsh,0,danger,,1,
valley_ferry_wait,0,morale,,-1,
valley_river_fish,0,food,,2,
valley_muddy_bank,0,cart_durability,,-1,
valley_muddy_bank,0,add_skill_xp,Craft,1,
coast_salt_breeze,0,morale,,1,
coast_seashells,0,money,,1,
coast_rust_salt,0,cart_durability,,-1,
camp_plains_hunt,1,food,,3,
camp_plains_hunt,2,food,,6,
camp_plains_hunt,2,add_item,dried_meat,1,
camp_plains_hunt,2,add_skill_xp,Survival,2,
